datetime,symbol,open,high,low,close,volumefrom,volumeto
2026-01-12 12:00:00+00:00,BNB,900.05,902.53,899.71,900.98,295.24,266006.45
2026-01-12 13:00:00+00:00,BNB,900.98,899.89,898.08,898.9,262.11,235610.46
2026-01-12 14:00:00+00:00,BNB,898.9,902.05,898.15,898.78,808.84,726972.39
2026-01-12 15:00:00+00:00,BNB,898.78,907.83,903.34,903.34,916.7,828089.82
2026-01-12 16:00:00+00:00,BNB,903.34,909.45,904.48,905.12,1690.2,1529841.99
2026-01-12 17:00:00+00:00,BNB,905.12,905.15,898.39,903.78,874.21,790096.46
2026-01-12 18:00:00+00:00,BNB,903.78,907.12,904.28,907.12,529.08,479939.93
2026-01-12 19:00:00+00:00,BNB,907.12,909.79,906.76,907.31,354.21,321378.65
2026-01-12 20:00:00+00:00,BNB,907.04,907.4,904.2,904.37,185.27,167838.61
2026-01-12 21:00:00+00:00,BNB,904.59,901.98,899.8,901.89,252.7,227907.33
2026-01-12 22:00:00+00:00,BNB,901.89,905.18,902.08,904.82,367.39,332421.35
2026-01-12 23:00:00+00:00,BNB,904.82,906.52,904.52,904.97,203.31,183990.29
2026-01-13 00:00:00+00:00,BNB,904.97,907.15,904.96,905.32,298.93,270627.9
2026-01-13 01:00:00+00:00,BNB,905.32,903.72,901.81,902.54,1225.47,1106032.45
2026-01-13 02:00:00+00:00,BNB,902.24,904.3,901.54,903.83,121.93,110102.16
2026-01-13 03:00:00+00:00,BNB,903.83,905.41,902.57,905.22,165.94,149918.09
2026-01-13 04:00:00+00:00,BNB,905.49,909.44,905.79,908.35,382.4,347352.25
2026-01-13 05:00:00+00:00,BNB,908.35,912.6,905.9,908.19,747.42,678802.69
2026-01-13 06:00:00+00:00,BNB,908.19,912.02,910.09,910.64,412.35,375503.55
2026-01-13 07:00:00+00:00,BNB,910.64,913.54,908.03,909.31,801.36,728688.59
2026-01-13 08:00:00+00:00,BNB,909.31,912.53,909.49,909.77,745.52,678250.45
2026-01-13 09:00:00+00:00,BNB,909.77,911.3,906.42,908.54,1408.32,1279509.69
2026-01-13 10:00:00+00:00,BNB,908.54,909.25,905.75,908.24,799.42,726061.74
2026-01-13 11:00:00+00:00,BNB,908.24,907.13,905.3,906.86,184.69,167487.72
2026-01-13 12:00:00+00:00,BNB,906.93,908.67,905.35,908.48,102.54,92983.77
2026-01-13 13:00:00+00:00,BNB,908.5,910.17,906.58,908.97,921.27,837409.14
2026-01-13 14:00:00+00:00,BNB,908.97,914.57,908.47,909.67,803.47,730893.76
2026-01-13 15:00:00+00:00,BNB,909.67,922.16,916.08,916.27,1235.09,1131677.4
2026-01-13 16:00:00+00:00,BNB,916.27,921.7,915.54,919.65,1388.06,1276526.76
2026-01-13 17:00:00+00:00,BNB,919.65,919.9,917.48,919.9,584.37,537563.86
2026-01-13 18:00:00+00:00,BNB,919.9,939.79,923.88,938.86,5533.95,5195597.94
2026-01-13 19:00:00+00:00,BNB,938.86,951.61,940.87,941.53,1978.63,1862935.29
2026-01-13 20:00:00+00:00,BNB,941.53,946.06,942.09,943.32,1105.34,1042686.95
2026-01-13 21:00:00+00:00,BNB,943.32,942.75,937.58,941.81,481.2,453199.92
2026-01-13 22:00:00+00:00,BNB,941.81,959.07,943.94,946.15,4034.63,3817349.19
2026-01-13 23:00:00+00:00,BNB,946.15,945.73,941.34,943.15,1011.86,954339.59
2026-01-14 00:00:00+00:00,BNB,943.13,948.58,942.98,947.12,288.38,272840.38
2026-01-14 01:00:00+00:00,BNB,947.5,948.82,946.25,947.11,523.54,495848.82
2026-01-14 02:00:00+00:00,BNB,947.11,952.14,946.99,947.75,449.72,426223.39
2026-01-14 03:00:00+00:00,BNB,947.39,949.93,945.36,949.24,142.74,135321.64
2026-01-14 04:00:00+00:00,BNB,949.85,947.45,941.55,943.93,425.95,402065.05
2026-01-14 05:00:00+00:00,BNB,943.93,941.84,939.09,940.42,370.68,348593.71
2026-01-14 06:00:00+00:00,BNB,940.42,941.34,938.58,938.58,384.67,361045.3
2026-01-14 07:00:00+00:00,BNB,938.58,941.58,936.92,937.11,850.47,796984.03
2026-01-14 08:00:00+00:00,BNB,937.11,936.51,933.76,935.75,282.34,264200.62
2026-01-14 09:00:00+00:00,BNB,935.75,938.87,936.4,937.44,161.1,151022.09
2026-01-14 10:00:00+00:00,BNB,937.44,938.29,935.54,935.92,355.95,333139.79
2026-01-14 11:00:00+00:00,BNB,935.92,932.86,928.03,928.51,1797.57,1669054.72
2026-01-14 12:00:00+00:00,BNB,928.18,934.39,927.93,933.64,608.4,567835.48
2026-01-14 13:00:00+00:00,BNB,933.64,934.34,931.36,931.75,130.22,121495.46
2026-01-14 14:00:00+00:00,BNB,932.18,948.25,940.82,941.69,5162.56,4861527.71
2026-01-14 15:00:00+00:00,BNB,941.69,944.65,941.07,942.23,6124.31,5770490.22
2026-01-14 16:00:00+00:00,BNB,942.23,947.88,943.3,944.18,2026.25,1913142.78
2026-01-14 17:00:00+00:00,BNB,944.18,943.48,937.66,942.51,1504.61,1418114.56
2026-01-14 18:00:00+00:00,BNB,942.51,943.85,940.65,943.17,631.28,595405.57
2026-01-14 19:00:00+00:00,BNB,943.17,948.73,942.7,943.67,708.68,668763.41
2026-01-14 20:00:00+00:00,BNB,943.67,948.64,944.73,944.93,687.18,649334.58
2026-01-14 21:00:00+00:00,BNB,944.93,946.23,943.98,945.84,234.61,221903.07
2026-01-14 22:00:00+00:00,BNB,945.84,945.55,939.15,945.06,952.22,899908.64
2026-01-14 23:00:00+00:00,BNB,945.19,949.79,945.05,948.54,261.11,247705.24
2026-01-15 00:00:00+00:00,BNB,948.51,945.95,940.92,941.02,542.39,510400.15
2026-01-15 01:00:00+00:00,BNB,941.02,939.26,935.02,936.56,443.39,415261.35
2026-01-15 02:00:00+00:00,BNB,936.56,936.91,932.96,933.83,767.42,716636.69
