datetime,symbol,open,high,low,close,volumefrom,volumeto
2026-01-12 12:00:00+00:00,ETH,3111.92,3119.05,3109.03,3113.59,5256.34,16377138.36
2026-01-12 13:00:00+00:00,ETH,3113.59,3116.48,3102.12,3105.54,7558.5,23490015.88
2026-01-12 14:00:00+00:00,ETH,3105.54,3112.62,3064.88,3101.84,42569.17,131529507.48
2026-01-12 15:00:00+00:00,ETH,3101.84,3129.98,3089.43,3127.51,26205.84,81581978.29
2026-01-12 16:00:00+00:00,ETH,3127.51,3144.84,3119.02,3128.25,25333.03,79335345.31
2026-01-12 17:00:00+00:00,ETH,3128.25,3134.51,3083.17,3102.48,22459.88,69757612.77
2026-01-12 18:00:00+00:00,ETH,3102.48,3116.93,3093.71,3105.63,18492.97,57432493.69
2026-01-12 19:00:00+00:00,ETH,3105.63,3119.72,3094.69,3119.31,10133.32,31511321.36
2026-01-12 20:00:00+00:00,ETH,3119.31,3125.54,3097.71,3100.15,17744.79,55171168.85
2026-01-12 21:00:00+00:00,ETH,3100.15,3104.26,3082.48,3089.53,11200.49,34656408.01
2026-01-12 22:00:00+00:00,ETH,3089.53,3104.62,3089.53,3092.41,6414.07,19870228.14
2026-01-12 23:00:00+00:00,ETH,3092.41,3095.97,3085.71,3092.18,6663.96,20595228.4
2026-01-13 00:00:00+00:00,ETH,3092.18,3106.47,3090.09,3105.34,9439.35,29258635.27
2026-01-13 01:00:00+00:00,ETH,3105.34,3110.9,3088.62,3094.33,6694.17,20741775.04
2026-01-13 02:00:00+00:00,ETH,3094.33,3104.79,3094.33,3098.0,4831.14,14976399.96
2026-01-13 03:00:00+00:00,ETH,3098.0,3115.38,3098.0,3112.69,10657.56,33111800.59
2026-01-13 04:00:00+00:00,ETH,3112.69,3120.09,3108.94,3118.88,5746.44,17901319.0
2026-01-13 05:00:00+00:00,ETH,3118.88,3143.12,3118.22,3128.42,11550.46,36189743.21
2026-01-13 06:00:00+00:00,ETH,3128.42,3134.24,3120.84,3131.15,7507.91,23480849.49
2026-01-13 07:00:00+00:00,ETH,3131.15,3132.08,3119.01,3119.19,3085.11,9640162.68
2026-01-13 08:00:00+00:00,ETH,3119.19,3135.37,3118.92,3133.28,4006.82,12531874.93
2026-01-13 09:00:00+00:00,ETH,3133.28,3145.51,3126.7,3136.21,11443.75,35896738.67
2026-01-13 10:00:00+00:00,ETH,3136.21,3138.98,3127.28,3131.81,4250.27,13319003.66
2026-01-13 11:00:00+00:00,ETH,3131.81,3135.95,3128.52,3131.13,2881.28,9024115.38
2026-01-13 12:00:00+00:00,ETH,3131.13,3134.87,3127.03,3132.28,4046.09,12669022.8
2026-01-13 13:00:00+00:00,ETH,3132.28,3157.22,3127.33,3139.79,25801.55,81099037.21
2026-01-13 14:00:00+00:00,ETH,3139.79,3162.83,3127.96,3142.23,34813.68,109614593.4
2026-01-13 15:00:00+00:00,ETH,3142.23,3186.66,3130.63,3182.81,39838.63,125697466.59
2026-01-13 16:00:00+00:00,ETH,3182.81,3195.05,3170.51,3180.01,41964.24,133625221.93
2026-01-13 17:00:00+00:00,ETH,3180.01,3186.24,3172.28,3178.58,28293.14,90013302.06
2026-01-13 18:00:00+00:00,ETH,3178.58,3213.41,3176.76,3199.92,25767.52,82312317.24
2026-01-13 19:00:00+00:00,ETH,3199.92,3217.18,3190.06,3215.63,19494.44,62457480.61
2026-01-13 20:00:00+00:00,ETH,3215.63,3219.96,3189.12,3204.18,26811.24,85930787.59
2026-01-13 21:00:00+00:00,ETH,3204.18,3217.1,3201.84,3209.36,14672.82,47099539.43
2026-01-13 22:00:00+00:00,ETH,3209.36,3365.91,3209.36,3329.08,68553.25,227018828.28
2026-01-13 23:00:00+00:00,ETH,3329.08,3345.5,3313.16,3323.52,23105.4,76874199.2
2026-01-14 00:00:00+00:00,ETH,3323.52,3334.93,3313.38,3322.53,17295.54,57516689.46
2026-01-14 01:00:00+00:00,ETH,3322.53,3342.92,3319.63,3334.58,17407.7,57984902.59
2026-01-14 02:00:00+00:00,ETH,3334.58,3355.75,3319.35,3325.22,18694.82,62373185.97
2026-01-14 03:00:00+00:00,ETH,3325.22,3350.46,3319.8,3350.17,13063.0,43515686.23
2026-01-14 04:00:00+00:00,ETH,3350.17,3362.26,3334.9,3337.45,14821.13,49556788.1
2026-01-14 05:00:00+00:00,ETH,3337.45,3337.98,3324.3,3329.18,10008.21,33339387.8
2026-01-14 06:00:00+00:00,ETH,3329.18,3334.31,3321.23,3333.08,8652.27,28780065.31
2026-01-14 07:00:00+00:00,ETH,3333.08,3341.1,3326.72,3334.61,9626.26,32082031.68
2026-01-14 08:00:00+00:00,ETH,3334.61,3341.64,3326.44,3326.55,7325.04,24424315.77
